assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32000636659,Earth work in Road,Earthern road,ROAD EMBANKMENT ON DIGNAGAR SOUTH BAZAR PARA FROM GOLPUKUR IN DIGHI TO THE GHOLGACHI,3201009008/RC/07/01,25-06-2009,136435,51672.5,0,0,51672.5,0  ,188107.5,
32000874968,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-001/63116,3201009008/IF/IAY/552706,15-07-2015,15784,0,0,0,0,0  ,15784,
32000875084,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64115,3201009008/IF/IAY/552708,15-07-2015,15792,0,0,0,0,0  ,15792,
32000875137,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-001/60228,3201009008/IF/IAY/553112,15-07-2015,15784,0,0,0,0,0  ,15784,
32000636566,Improvement of Land,Reclamation of Land,Land Development of the 14 no beni Phase II,3201009008/LD/321002040521332,01-09-2013,142358.5,0,0,0,0,0  ,142358.5,
32000636536,Improvement of Land,Reclamation of Land,"Bazarpara, land Developement of Indivisual Benificiary (BPL/SC/ST) Phase I",3201009008/LD/321002040542947,21-01-2014,94608,9127,0,9127,0,0  ,103735,
32000875269,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/60690,3201009008/IF/IAY/553114,15-07-2015,15768,0,0,0,0,0  ,15768,
32000875189,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-001/62882,3201009008/IF/IAY/553113,15-07-2015,15808,0,0,0,0,0  ,15808,
32000875368,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64209,3201009008/IF/IAY/553116,15-07-2015,15768,0,0,0,0,0  ,15768,
32000635765,Earth work in Road,Bitumen Top,E/W in a road at Uttarhatisala from the h/o Ranjit Biswas,3201009008/RC/07/(11-12),17-10-2011,247510,103863,0,0,103863,0  ,351373,
32000875506,House,IAY Houses,33 Con of IAY for Sarala Bala ,3201009008/IF/34040944527,30-06-2015,15660,0,0,0,0,0  ,15660,
32000875304,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64099,3201009008/IF/IAY/553115,15-07-2015,15768,0,0,0,0,0  ,15768,
32000875575,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55431,3201009008/IF/IAY/553118,15-07-2015,15802,0,0,0,0,0  ,15802,
32000875547,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-004/30952,3201009008/IF/IAY/553117,15-07-2015,14008,0,0,0,0,0  ,14008,
32000875829,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29619,3201009008/IF/IAY/553121,15-07-2015,15792,0,0,0,0,0  ,15792,
32000875743,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31436,3201009008/IF/IAY/738518,15-07-2015,12976,0,0,0,0,0  ,12976,
32000875955,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64299,3201009008/IF/IAY/553286,15-07-2015,11216,0,0,0,0,0  ,11216,
32000875859,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-013/31021,3201009008/IF/IAY/553126,15-07-2015,15792,0,0,0,0,0  ,15792,
32000876153,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29575,3201009008/IF/IAY/553120,15-07-2015,15744,0,0,0,0,0  ,15744,
32000876209,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64107,3201009008/IF/IAY/553285,15-07-2015,15792,0,0,0,0,0  ,15792,
32000636598,Improvement of Land,Reclamation of Land,"Modakpara, land Developement of the indivisual benificiary(BPL/SC/ST) Phase-III",3201009008/LD/321002040547856,13-02-2014,133152,13340,3200,10140,0,0  ,146492,
32000876246,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55321,3201009008/IF/IAY/553288,15-07-2015,15788,0,0,0,0,0  ,15788,
32000876332,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31667,3201009008/IF/IAY/553291,15-07-2015,15768,0,0,0,0,0  ,15768,
32000876289,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29670,3201009008/IF/IAY/553290,15-07-2015,15768,0,0,0,0,0  ,15768,
32000876378,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31319,3201009008/IF/IAY/553289,15-07-2015,15792,0,0,0,0,0  ,15792,
32000876434,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-004/30019,3201009008/IF/IAY/553287,15-07-2015,15768,0,0,0,0,0  ,15768,
32000876075,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55308,3201009008/IF/IAY/737994,15-07-2015,15774,0,0,0,0,0  ,15774,
32000876566,House,Houses (State Scheme),Con of Gitanjali House of Madhulika Ghosh,3201009008/IF/22012034362112,09-01-2017,15840,0,0,0,0,0  ,15840,
32000876487,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30528,3201009008/IF/IAY/553294,15-07-2015,14784,0,0,0,0,0  ,14784,
32000876620,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/61014,3201009008/IF/IAY/737989,15-07-2015,15744,0,0,0,0,0  ,15744,
32000876665,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64121,3201009008/IF/IAY/737991,15-07-2015,15792,0,0,0,0,0  ,15792,
32000876711,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-001/63031,3201009008/IF/IAY/739152,15-07-2015,15784,0,0,0,0,0  ,15784,
32000876791,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29722,3201009008/IF/IAY/738006,15-07-2015,15804,0,0,0,0,0  ,15804,
32000876750,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-013/31059,3201009008/IF/IAY/738042,15-07-2015,15768,0,0,0,0,0  ,15768,
32000876848,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/32478,3201009008/IF/IAY/739173,15-07-2015,15768,0,0,0,0,0  ,15768,
32000876014,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55448,3201009008/IF/IAY/553119,15-07-2015,15788,0,0,0,0,0  ,15788,
32000876921,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30408,3201009008/IF/IAY/739186,15-07-2015,15840,0,0,0,0,0  ,15840,
32000876949,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-013/31242,3201009008/IF/IAY/738542,15-07-2015,15840,0,0,0,0,0  ,15840,
32000876883,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-013/31190,3201009008/IF/IAY/739193,15-07-2015,15792,0,0,0,0,0  ,15792,
32000877132,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55225,3201009008/IF/IAY/739865,15-07-2015,15802,0,0,0,0,0  ,15802,
32000877082,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31812,3201009008/IF/IAY/738532,15-07-2015,15768,0,0,0,0,0  ,15768,
32000877195,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64236,3201009008/IF/IAY/738511,15-07-2015,15768,0,0,0,0,0  ,15768,
32000877271,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/60849,3201009008/IF/IAY/739162,15-07-2015,15768,0,0,0,0,0  ,15768,
32000877350,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31607,3201009008/IF/IAY/738009,15-07-2015,15792,0,0,0,0,0  ,15792,
32000877401,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-004/30827,3201009008/IF/IAY/737993,15-07-2015,15592,0,0,0,0,0  ,15592,
32000877447,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31347,3201009008/IF/IAY/739172,15-07-2015,15792,0,0,0,0,0  ,15792,
32000877478,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/60971,3201009008/IF/IAY/737988,15-07-2015,15768,0,0,0,0,0  ,15768,
32000877513,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31949,3201009008/IF/IAY/738011,15-07-2015,15792,0,0,0,0,0  ,15792,
32000877576,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31925,3201009008/IF/IAY/738010,15-07-2015,15792,0,0,0,0,0  ,15792,
32000877627,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31649,3201009008/IF/IAY/738038,15-07-2015,15416,0,0,0,0,0  ,15416,
32000877663,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60482,3201009008/IF/IAY/739154,15-07-2015,11616,0,0,0,0,0  ,11616,
32000877692,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31450,3201009008/IF/IAY/738520,15-07-2015,15792,0,0,0,0,0  ,15792,
32000877743,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60648,3201009008/IF/IAY/739159,15-07-2015,15804,0,0,0,0,0  ,15804,
32000877810,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60595,3201009008/IF/IAY/739157,15-07-2015,15804,0,0,0,0,0  ,15804,
32000877992,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29719,3201009008/IF/IAY/738521,15-07-2015,14784,0,0,0,0,0  ,14784,
32000878038,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31708,3201009008/IF/IAY/738525,15-07-2015,15744,0,0,0,0,0  ,15744,
32000878122,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29541,3201009008/IF/IAY/739174,15-07-2015,15816,0,0,0,0,0  ,15816,
32000878209,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55147,3201009008/IF/IAY/738515,15-07-2015,15748,0,0,0,0,0  ,15748,
32000878247,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31342,3201009008/IF/IAY/738517,15-07-2015,15840,0,0,0,0,0  ,15840,
32000878372,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31610,3201009008/IF/IAY/751643,28-07-2015,15792,0,0,0,0,0  ,15792,
32000878298,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55356,3201009008/IF/IAY/739170,15-07-2015,15788,0,0,0,0,0  ,15788,
32000878411,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31881,3201009008/IF/IAY/751597,28-07-2015,15792,0,0,0,0,0  ,15792,
32000902012,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-001/63055,3201009008/IF/IAY/739153,15-07-2015,13696,0,0,0,0,0  ,13696,
32000902062,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31277,3201009008/IF/IAY/737996,15-07-2015,15792,0,0,0,0,0  ,15792,
32000902177,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31341,3201009008/IF/IAY/737998,15-07-2015,15792,0,0,0,0,0  ,15792,
32000902237,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30576,3201009008/IF/IAY/738022,15-07-2015,15768,0,0,0,0,0  ,15768,
32000902321,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60581,3201009008/IF/IAY/739156,15-07-2015,14760,0,0,0,0,0  ,14760,
32000902404,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31808,3201009008/IF/IAY/738040,15-07-2015,14232,0,0,0,0,0  ,14232,
32000902471,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29905,3201009008/IF/IAY/739176,15-07-2015,15804,0,0,0,0,0  ,15804,
32000902499,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60597,3201009008/IF/IAY/738506,15-07-2015,15828,0,0,0,0,0  ,15828,
32000902547,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-004/30003,3201009008/IF/IAY/739860,15-07-2015,15616,0,0,0,0,0  ,15616,
32000902592,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31791,3201009008/IF/IAY/739177,15-07-2015,15792,0,0,0,0,0  ,15792,
32000902643,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64088,3201009008/IF/IAY/739858,15-07-2015,15792,0,0,0,0,0  ,15792,
32000902678,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55301,3201009008/IF/IAY/739867,15-07-2015,15450,0,0,0,0,0  ,15450,
32000902719,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30401,3201009008/IF/IAY/739185,15-07-2015,15768,0,0,0,0,0  ,15768,
32000902770,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-011/54610,3201009008/IF/IAY/739880,15-07-2015,15798,0,0,0,0,0  ,15798,
32000902816,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30599,3201009008/IF/IAY/739886,15-07-2015,15792,0,0,0,0,0  ,15792,
32000902873,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-001/60316,3201009008/IF/IAY/739149,15-07-2015,15784,0,0,0,0,0  ,15784,
32000902919,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60578,3201009008/IF/IAY/739155,15-07-2015,15780,0,0,0,0,0  ,15780,
32000902959,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-010/30042,3201009008/IF/IAY/739180,15-07-2015,15798,0,0,0,0,0  ,15798,
32000903062,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31541,3201009008/IF/IAY/739872,15-07-2015,15744,0,0,0,0,0  ,15744,
32000903174,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29789,3201009008/IF/IAY/738523,15-07-2015,15804,0,0,0,0,0  ,15804,
32000903305,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-011/54598,3201009008/IF/IAY/738536,15-07-2015,15798,0,0,0,0,0  ,15798,
32000903245,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29762,3201009008/IF/IAY/738007,15-07-2015,15628,0,0,0,0,0  ,15628,
32000903005,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60615,3201009008/IF/IAY/739158,15-07-2015,15780,0,0,0,0,0  ,15780,
32000903112,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-007/31354,3201009008/IF/IAY/739869,15-07-2015,15792,0,0,0,0,0  ,15792,
32000903388,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30719,3201009008/IF/IAY/739189,15-07-2015,15792,0,0,0,0,0  ,15792,
32000903345,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/60698,3201009008/IF/IAY/739160,15-07-2015,15768,0,0,0,0,0  ,15768,
32000903210,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-004/30848,3201009008/IF/IAY/739861,15-07-2015,15592,0,0,0,0,0  ,15592,
32000903428,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60604,3201009008/IF/IAY/739853,15-07-2015,15768,0,0,0,0,0  ,15768,
32000903467,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-010/30238,3201009008/IF/IAY/739879,15-07-2015,15798,0,0,0,0,0  ,15798,
32000903514,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31780,3201009008/IF/IAY/739878,15-07-2015,15768,0,0,0,0,0  ,15768,
32000903551,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30714,3201009008/IF/IAY/739887,15-07-2015,15744,0,0,0,0,0  ,15744,
32000903590,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31802,3201009008/IF/IAY/750956,28-07-2015,13728,0,0,0,0,0  ,13728,
32000903633,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31756,3201009008/IF/IAY/739876,15-07-2015,15792,0,0,0,0,0  ,15792,
32000903671,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31833,3201009008/IF/IAY/738041,15-07-2015,15792,0,0,0,0,0  ,15792,
32000903699,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-004/55250,3201009008/IF/IAY/739164,15-07-2015,15768,0,0,0,0,0  ,15768,
32000903736,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55112,3201009008/IF/IAY/738514,15-07-2015,15772,0,0,0,0,0  ,15772,
32000903769,House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64093,3201009008/IF/IAY/739859,15-07-2015,15768,0,0,0,0,0  ,15768,
32001318395,Plantation,Plantation,Social foresty at Modakpara dighi sorrounding area under dignagar gp under Kgr-I Ps (15-16),3201009/DP/34041013546,06-08-2015,68382,101415,0,3915,97500,0  ,169797,
32001319731,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60644,3201009008/IF/IAY/552707,15-07-2015,15768,0,0,0,0,0  ,15768,
32001319755,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-010/30169,3201009008/IF/IAY/553123,15-07-2015,15798,0,0,0,0,0  ,15798,
32001319869,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60598,3201009008/IF/IAY/738507,15-07-2015,15768,0,0,0,0,0  ,15768,
32001319841,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-011/54635,3201009008/IF/IAY/738537,15-07-2015,15624,0,0,0,0,0  ,15624,
32001319810,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31826,3201009008/IF/IAY/739890,15-07-2015,15744,0,0,0,0,0  ,15744,
32001319891,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-008/29673,3201009008/IF/IAY/738004,15-07-2015,15792,0,0,0,0,0  ,15792,
32001319909,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64256,3201009008/IF/IAY/738512,15-07-2015,15792,0,0,0,0,0  ,15792,
32001319928,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-002/60633,3201009008/IF/IAY/738508,15-07-2015,15768,0,0,0,0,0  ,15768,
32001319987,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/64086,3201009008/IF/IAY/737990,15-07-2015,15792,0,0,0,0,0  ,15792,
32001319950,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-012/30636,3201009008/IF/IAY/738023,15-07-2015,15792,0,0,0,0,0  ,15792,
32001320001,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-013/30120,3201009008/IF/IAY/553125,15-07-2015,15768,0,0,0,0,0  ,15768,
32001320017,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-010/30032,3201009008/IF/IAY/553292,15-07-2015,15798,0,0,0,0,0  ,15798,
32001320037,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-011/54715,3201009008/IF/IAY/553293,15-07-2015,14392,0,0,0,0,0  ,14392,
32001319969,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/60916,3201009008/IF/IAY/739856,15-07-2015,15768,0,0,0,0,0  ,15768,
