scheme_code,completion_date,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003007/IF/22012034418733,16-08-2018,Land Dev. of Manohar Bauri 17-18 ,16-08-2018,43560,3850,28620,540,05-06-2017,28620,0,540,0,0  ,29160,
3214003007/IF/22012034489357,26-08-2018,Excavation of Habu Bauri Bandh ,26-08-2018,284400,10870,274038.45,8386.5,18-07-2017,274038.45,0,8386.5,0,0  ,282424.95,
3214003007/IF/22012034418603,16-08-2018,Land Dev. of Meghnath Bauri 17-18 ,16-08-2018,43560,3850,43560,1350,19-05-2017,43560,0,1350,0,0  ,44910,
3214003007/IF/22012034418599,16-08-2018,Land Dev. of Ganesh Bauri 17-18 ,16-08-2018,43560,3850,34560,810,05-06-2017,34560,0,810,0,0  ,35370,
3214003007/IF/IAY/2655736,23-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3989199 ,23-06-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/IAY/2655737,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2943296 ,28-06-2020,19380,0,18808,0,24-09-2019,18808,0,0,0,0  ,18808,
3214003007/IF/IAY/2655732,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5407044 ,09-07-2020,19380,0,18344,0,24-09-2019,18344,0,0,0,0  ,18344,
3214003007/IF/22012034520800,26-08-2018,Land Dev. of Mantu Bauri ,26-08-2018,93240,5470,55080.3,1620,28-08-2017,55080.3,0,1620,0,0  ,56700.3,
3214003007/IF/IAY/2655729,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2665074 ,23-07-2020,19380,0,18483,0,24-09-2019,18483,0,0,0,0  ,18483,
3214003007/IF/IAY/2655726,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4320288 ,28-06-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2655721,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4331818 ,23-07-2020,19380,0,18288,0,24-09-2019,18288,0,0,0,0  ,18288,
3214003007/IF/IAY/2655712,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1506187 ,09-07-2020,19380,0,18730,0,24-09-2019,18730,0,0,0,0  ,18730,
3214003007/IF/IAY/2655711,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3967580 ,12-06-2020,19380,0,18834,0,24-09-2019,18834,0,0,0,0  ,18834,
3214003007/IF/IAY/2655688,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4972252 ,05-07-2020,19380,0,18262,0,24-09-2019,18262,0,0,0,0  ,18262,
3214003007/IF/IAY/2655693,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2660334 ,23-07-2020,19380,0,18249,0,24-09-2019,18249,0,0,0,0  ,18249,
3214003007/IF/IAY/2655686,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3896249 ,12-06-2020,19380,0,16051,0,24-09-2019,16051,0,0,0,0  ,16051,
3214003007/IF/IAY/2655681,09-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3765830 ,09-06-2020,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2655728,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2774691 ,05-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2655676,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4828728 ,09-07-2020,19380,0,18314,0,24-09-2019,18314,0,0,0,0  ,18314,
3214003007/IF/IAY/2655678,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3156271 ,05-07-2020,19380,0,18110,0,24-09-2019,18110,0,0,0,0  ,18110,
3214003007/IF/IAY/2655672,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3963085 ,12-06-2020,19380,0,18656,0,24-09-2019,18656,0,0,0,0  ,18656,
3214003007/IF/22012034418606,16-08-2018,Land Dev. of Sagar Mandal 17-18 ,16-08-2018,43560,3850,43560,1350,19-05-2017,43560,0,1350,0,0  ,44910,
3214003007/IF/IAY/2655668,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4817418 ,23-07-2020,19380,0,18526,0,24-09-2019,18526,0,0,0,0  ,18526,
3214003007/IF/IAY/2655675,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4360395 ,05-07-2020,19380,0,18249,0,24-09-2019,18249,0,0,0,0  ,18249,
3214003007/IF/IAY/2655670,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4750285 ,09-07-2020,19380,0,19176,0,24-09-2019,19176,0,0,0,0  ,19176,
3214003007/IF/IAY/2655673,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4314873 ,28-06-2020,19380,0,18175,0,24-09-2019,18175,0,0,0,0  ,18175,
3214003007/IF/IAY/2094013,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5589850 ,09-11-2019,18145,0,14707,0,26-01-2018,14707,0,0,0,0  ,14707,
3214003007/IF/IAY/2093938,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3475260 ,09-11-2019,18145,0,14707,0,24-01-2018,14707,0,0,0,0  ,14707,
3214003007/IF/IAY/2093827,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4546736 ,25-11-2019,18145,0,13370,0,15-01-2018,13370,0,0,0,0  ,13370,
3214003007/IF/IAY/2094233,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3475212 ,25-11-2019,18145,0,10696,0,24-01-2018,10696,0,0,0,0  ,10696,
3214003007/IF/IAY/2093585,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3777928 ,26-06-2019,18145,0,17190,0,15-01-2018,17190,0,0,0,0  ,17190,
3214003007/IF/IAY/2089986,18-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2900402 ,18-09-2019,18145,0,17763,0,24-01-2018,17763,0,0,0,0  ,17763,
3214003007/IF/22012034420434,16-08-2018,Const. of IAY House of Subhas Bauri  15-16 ,16-08-2018,17100,0,15660,270,27-11-2015,15660,0,270,0,0  ,15930,
3214003007/IF/IAY/2088172,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4620829 ,25-11-2019,18145,0,13370,0,26-01-2018,13370,0,0,0,0  ,13370,
3214003007/IF/IAY/2655769,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4943908 ,05-07-2020,19380,0,18578,0,24-09-2019,18578,0,0,0,0  ,18578,
3214003007/IF/IAY/2086262,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2111314 ,25-11-2019,18145,0,13370,0,24-01-2018,13370,0,0,0,0  ,13370,
3214003007/IF/IAY/2089608,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2198832 ,26-06-2019,18145,0,17954,0,15-01-2018,17954,0,0,0,0  ,17954,
3214003007/IF/IAY/2089077,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4287107 ,26-06-2019,18145,0,16808,0,15-01-2018,16808,0,0,0,0  ,16808,
3214003007/IF/IAY/2084333,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3084160 ,26-06-2019,18145,0,17763,0,15-01-2018,17763,0,0,0,0  ,17763,
3214003007/IF/IAY/2085021,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5060697 ,25-11-2019,18145,0,14325,0,15-01-2018,14325,0,0,0,0  ,14325,
3214003007/IF/IAY/2095886,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2027918 ,26-06-2019,18145,0,17381,0,24-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2077082,30-10-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1526669 ,30-10-2019,18145,0,11460,0,24-01-2018,11460,0,0,0,0  ,11460,
3214003007/IF/IAY/2081517,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1302409 ,25-11-2019,18145,0,1337,0,24-01-2018,1337,0,0,0,0  ,1337,
3214003007/IF/IAY/2655778,12-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3950152 ,12-06-2020,19380,0,18691,0,24-09-2019,18691,0,0,0,0  ,18691,
3214003007/IF/IAY/2073191,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3968501 ,25-11-2019,18145,0,9741,0,15-01-2018,9741,0,0,0,0  ,9741,
3214003007/IF/22012034543064,16-08-2018,Land Dev. of Shankari Bauri ,16-08-2018,93420,5200,3240.16,0,25-09-2017,3240.16,0,0,0,0  ,3240.16,
3214003007/IF/IAY/2074653,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4364038 ,26-06-2019,18145,0,17381,0,15-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/22012034418580,16-08-2018,Land Dev. of Samar Mudi 17-18 ,16-08-2018,43560,3850,43560.01,1080,11-05-2017,43560.01,0,1080,0,0  ,44640.01,
3214003007/IF/22012034418574,16-08-2018,Excavation of Mathur Mahato Happa  ,16-08-2018,69840,4660,49860.21,3163.96,26-10-2017,49860.21,0,540,2623.96,0  ,53024.17,
3214003007/IF/IAY/2083538,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5714653 ,25-11-2019,18145,0,8022,0,26-01-2018,8022,0,0,0,0  ,8022,
3214003007/IF/22012034415033,16-12-2018,Land Dev. of Balaram Roy 17-18 ,16-12-2018,43560,3850,42990.42,1146,05-06-2017,42990.42,0,1146,0,0  ,44136.42,
3214003007/IF/IAY/2655667,23-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1677166 ,23-06-2020,19380,0,18435,0,24-09-2019,18435,0,0,0,0  ,18435,
3214003007/IF/22012034411741,16-11-2018,Land Dev. of Himansu Roy 17-18 ,16-11-2018,44820,3850,46465,1080,27-04-2017,46465,0,1080,0,0  ,47545,
3214003007/IF/22012034411508,16-08-2018,Land Dev.of Subodh Mandal 17-18  ,16-08-2018,93240,5470,69660.67,2160,13-09-2017,69660.67,0,2160,0,0  ,71820.67,
3214003007/IF/22012034418584,16-08-2018,Land Dev. of Pranab Mudi  ,16-08-2018,43560,3850,43560,1080,22-07-2017,43560,0,1080,0,0  ,44640,
3214003007/IF/22012034410816,26-09-2018,Land Dev. Of Ashok Bauri 17-18 ,26-09-2018,43560,3850,42120,1350,22-06-2017,42120,0,1350,0,0  ,43470,
3214003007/IF/22012034410808,26-09-2018,Excavation of Dhruba Bauri Happa 17-18 ,26-09-2018,69840,4660,66780,1080,11-05-2017,66780,0,1080,0,0  ,67860,
3214003007/IF/22012034410810,26-09-2018,Land Dev. Of Gupinath Bauri 17-18 ,26-09-2018,43560,3850,42120,1350,22-06-2017,42120,0,1350,0,0  ,43470,
3214003007/IF/22012034415031,16-11-2018,Land Dev. of Anil Mandal 17-18 ,16-11-2018,44820,3850,45714.15,1080,27-04-2017,45714.15,0,1080,0,0  ,46794.15,
3214003007/IF/22012034410228,16-08-2018,Land Dev. Of Bikal Mahato  ,16-08-2018,43560,3850,43560,1350,22-07-2017,43560,0,1350,0,0  ,44910,
3214003007/IF/IAY/2086253,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3100763 ,26-06-2019,18145,0,16044,0,24-01-2018,16044,0,0,0,0  ,16044,
3214003007/IF/22012034410265,18-09-2018,Land Dev. Of Ananda Mandal  ,18-09-2018,43560,3850,43200,1080,13-06-2017,43200,0,1080,0,0  ,44280,
3214003007/IF/22012034416858,16-08-2018,Excavation of Manbodh Mandal Happa 17-18 ,16-08-2018,69840,4660,63720.2,1620,19-05-2017,63720.2,0,1620,0,0  ,65340.2,
3214003007/IF/22012034409489,26-09-2018,Land Dev. of Kamalendu Banerjee 17-18 ,26-09-2018,43560,3850,43560,1350,22-06-2017,43560,0,1350,0,0  ,44910,
3214003007/IF/IAY/2073938,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3399689 ,09-11-2019,18145,0,14707,0,24-01-2018,14707,0,0,0,0  ,14707,
3214003007/IF/22012034408388,26-09-2018,Excavation of Haradhan Tudu Happa 17-18 ,26-09-2018,69840,4660,63540.86,1620,13-09-2017,63540.86,0,1620,0,0  ,65160.86,
3214003007/IF/22012034408401,26-09-2018,Excavation of Parameswar Tudu Happa 17-18 ,26-09-2018,69840,4660,30600.76,810,13-09-2017,30600.76,0,810,0,0  ,31410.76,
3214003007/IF/22012034408406,26-09-2018,Excavation of Happa of Jambuban Besra ,26-09-2018,69840,4660,66600,1620,18-07-2017,66600,0,1620,0,0  ,68220,
3214003007/IF/IAY/2655656,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1830011 ,09-07-2020,19380,0,18249,0,24-09-2019,18249,0,0,0,0  ,18249,
3214003007/IF/IAY/2655653,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4294994 ,28-06-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/22012034409404,26-09-2018,Excavation of Shibu Patar Happa 17-18 ,26-09-2018,69840,4660,41580,1080,11-05-2017,41580,0,1080,0,0  ,42660,
3214003007/IF/IAY/2655646,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1807970 ,05-07-2020,19380,0,19042,0,24-09-2019,19042,0,0,0,0  ,19042,
3214003007/IF/IAY/2655664,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4339903 ,28-06-2020,19380,0,18366,0,24-09-2019,18366,0,0,0,0  ,18366,
3214003007/IF/IAY/2655641,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5476271 ,09-07-2020,19380,0,18318,0,24-09-2019,18318,0,0,0,0  ,18318,
3214003007/IF/22012034408382,26-08-2018,Excavation of Kalipada Mandi Happa ,26-08-2018,69840,4660,68760.57,1890,13-09-2017,68760.57,0,1890,0,0  ,70650.57,
3214003007/IF/IAY/2655640,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4367407 ,28-06-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/22012034408412,26-09-2018,Excavation of Madhab Murmu Happa  17-18 ,26-09-2018,69840,4660,69841.68,2160,18-07-2017,69841.68,0,2160,0,0  ,72001.68,
3214003007/IF/IAY/2655634,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4494531 ,23-07-2020,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/22012034409553,26-09-2018,Land Dev. of Vimacharan Ganguly 2017-18 ,26-09-2018,43560,3850,33840,1080,22-07-2017,33840,0,1080,0,0  ,34920,
3214003007/IF/IAY/2655626,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4303385 ,28-06-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/IAY/2655624,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5468056 ,23-07-2020,19380,0,18522,0,24-09-2019,18522,0,0,0,0  ,18522,
3214003007/IF/IAY/2655638,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4837030 ,23-07-2020,19380,0,18318,0,24-09-2019,18318,0,0,0,0  ,18318,
3214003007/IF/IAY/2655617,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4074639 ,05-07-2020,19380,0,18444,0,24-09-2019,18444,0,0,0,0  ,18444,
3214003007/IF/IAY/2655610,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5247494 ,09-07-2020,19380,0,16044,0,24-09-2019,16044,0,0,0,0  ,16044,
3214003007/IF/22012034410220,26-09-2018,Land Dev. Of Sandhya Roy 17-18 ,26-09-2018,43560,3850,43559.88,1350,25-09-2017,43559.88,0,1350,0,0  ,44909.88,
3214003007/IF/IAY/2655616,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4320306 ,28-06-2020,19380,0,18240,0,24-09-2019,18240,0,0,0,0  ,18240,
3214003007/IF/IAY/2073083,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2197193 ,25-11-2019,18145,0,8404,0,15-01-2018,8404,0,0,0,0  ,8404,
3214003007/IF/IAY/2655633,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4735676 ,05-07-2020,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003007/IF/IAY/2655615,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4022498 ,05-07-2020,18145,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2070924,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3891168 ,25-11-2019,18145,0,13370,0,24-01-2018,13370,0,0,0,0  ,13370,
3214003007/IF/IAY/2074954,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2092849 ,25-11-2019,18145,0,8404,0,15-01-2018,8404,0,0,0,0  ,8404,
3214003007/IF/IAY/2070285,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4319648 ,26-06-2019,18145,0,17381,0,26-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2072180,16-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2833788 ,16-09-2019,18145,0,16426,0,15-01-2018,16426,0,0,0,0  ,16426,
3214003007/IF/IAY/2069657,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1845504 ,25-11-2019,18145,0,8595,0,15-01-2018,8595,0,0,0,0  ,8595,
3214003007/IF/IAY/2655652,02-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3764280 ,02-08-2020,19380,0,19380,0,24-09-2019,19380,0,0,0,0  ,19380,
3214003007/IF/IAY/2070750,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1807801 ,25-11-2019,18145,0,9741,0,15-01-2018,9741,0,0,0,0  ,9741,
3214003007/IF/IAY/2655643,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5115384 ,23-07-2020,19380,0,18582,0,24-09-2019,18582,0,0,0,0  ,18582,
3214003007/IF/IAY/2067690,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5686377 ,26-06-2019,18145,0,18145,0,15-01-2018,18145,0,0,0,0  ,18145,
3214003007/IF/IAY/2067413,20-08-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2258582 ,20-08-2019,18145,0,3056,0,26-01-2018,3056,0,0,0,0  ,3056,
3214003007/IF/IAY/2067526,16-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1844100 ,16-09-2019,18145,0,17381,0,24-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2071688,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3776683 ,25-11-2019,18145,0,12415,0,15-01-2018,12415,0,0,0,0  ,12415,
3214003007/IF/IAY/2065023,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3469378 ,25-11-2019,18145,0,9741,0,24-01-2018,9741,0,0,0,0  ,9741,
3214003007/IF/IAY/2072503,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2102497 ,09-11-2019,18145,0,14707,0,24-01-2018,14707,0,0,0,0  ,14707,
3214003007/IF/IAY/2067103,16-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1621869 ,16-09-2019,18145,0,16808,0,15-01-2018,16808,0,0,0,0  ,16808,
3214003007/IF/IAY/2067093,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3828888 ,09-11-2019,18145,0,14134,0,15-01-2018,14134,0,0,0,0  ,14134,
3214003007/IF/IAY/2062909,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4546819 ,09-11-2019,18145,0,14134,0,15-01-2018,14134,0,0,0,0  ,14134,
3214003007/IF/IAY/2063416,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2229905 ,09-11-2019,18145,0,14707,0,24-01-2018,14707,0,0,0,0  ,14707,
3214003007/IF/IAY/2063531,16-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3088938 ,16-09-2019,18145,0,17763,0,15-01-2018,17763,0,0,0,0  ,17763,
3214003007/IF/IAY/2067140,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3205084 ,09-11-2019,18145,0,16617,0,15-01-2018,16617,0,0,0,0  ,16617,
3214003007/IF/IAY/2068014,26-06-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2883479 ,26-06-2019,18145,0,17381,0,15-01-2018,17381,0,0,0,0  ,17381,
3214003007/IF/IAY/2067990,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3785325 ,09-11-2019,18145,0,14134,0,24-01-2018,14134,0,0,0,0  ,14134,
3214003007/IF/22012034314486,07-08-2018,Const.of  IAY house of Sarathi bauri ,07-08-2018,16720,528,16402,264,27-11-2015,16402,0,264,0,0  ,16666,
3214003007/IF/IAY/2068467,16-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4287238 ,16-09-2019,18145,0,16808,0,15-01-2018,16808,0,0,0,0  ,16808,
3214003007/IF/22012034381594,30-08-2018,Const. of IAY House of Ganak Murmu ,30-08-2018,16720,528,16660,0,27-11-2015,16660,0,0,0,0  ,16660,
3214003007/IF/22012034312716,23-08-2018,Const. of IAY House of Ram Roy ,23-08-2018,16720,528,11354,0,27-11-2015,11354,0,0,0,0  ,11354,
3214003007/IF/22012034312576,30-08-2018,Const. of IAY House of Paresh Roy ,30-08-2018,16720,528,16265,270,27-11-2015,16265,0,270,0,0  ,16535,
3214003007/IF/22012034312433,15-08-2018,Const. of IAY House of Nepal Paramanik ,15-08-2018,16720,528,16034,0,27-11-2015,16034,0,0,0,0  ,16034,
3214003007/IF/22012034312719,21-09-2018,Const. of IAY House of Rameswar Mandal ,21-09-2018,16720,528,18102,0,27-11-2015,18102,0,0,0,0  ,18102,
3214003007/IF/22012034314480,30-08-2018,Const.of  IAY house of Sandhya Roy ,30-08-2018,16720,528,16291,0,27-11-2015,16291,0,0,0,0  ,16291,
3214003007/IF/22012034312280,15-08-2018,Const. of IAY House of Madhab Mahato ,15-08-2018,16720,528,16094,0,27-11-2015,16094,0,0,0,0  ,16094,
3214003007/IF/22012034381545,15-08-2018,Const. of IAY House of Sarathi Mandal ,15-08-2018,16720,528,6272,0,27-11-2015,6272,0,0,0,0  ,6272,
3214003007/IF/22012034298786,16-09-2018,Const of IAY House of Chandan Roy  ,16-09-2018,16720,528,13080,264,27-11-2015,13080,0,264,0,0  ,13344,
3214003007/IF/IAY/2064526,16-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2815507 ,16-09-2019,18145,0,16235,0,15-01-2018,16235,0,0,0,0  ,16235,
3214003007/IF/22012034312426,15-08-2018,Const. of IAY House of Mantu Roy ,15-08-2018,16720,528,15830,270,27-11-2015,15830,0,270,0,0  ,16100,
3214003007/IF/22012034312323,15-08-2018,Const. of IAY House of Manindra Nath Tudu ,15-08-2018,16720,528,15870,264,27-11-2015,15870,0,264,0,0  ,16134,
3214003007/IF/22012034299891,15-08-2018,Const.of IAY House of Durgadas Bauri ,15-08-2018,16720,528,16298,0,27-11-2015,16298,0,0,0,0  ,16298,
3214003007/DP/22012034383615,10-08-2018,Nursery at Saldiha in Sansad X ,10-08-2018,30059,19763,7748,16851,16-04-2017,7748,0,0,16851,0  ,24599,
3214003007/DP/22012034367063,10-08-2018,"Clean Environment at school Campus Schemes(Compost pit,sok pit,BFS,LD etc at Ladhurka girlpry.School ",10-08-2018,157680,42874,18360,12796.1,26-04-2017,18360,1080,0,11716.1,0  ,31156.1,
3214003007/DP/22012034367354,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Kharpora Primary School ",10-08-2018,157680,42874,24840,12901.1,26-04-2017,24840,1080,0,11821.1,0  ,37741.1,
3214003007/IF/IAY/2655609,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4928837 ,05-07-2020,19380,0,18483,0,24-09-2019,18483,0,0,0,0  ,18483,
3214003007/IF/IAY/2655605,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4365942 ,28-06-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2062267,09-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4320301 ,09-11-2019,18145,0,15089,0,15-01-2018,15089,0,0,0,0  ,15089,
3214003007/DP/22012034367350,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Simlakuli Pry. School ",10-08-2018,157680,42874,7920,2499,26-04-2017,7920,0,0,2499,0  ,10419,
3214003007/IF/IAY/2655597,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5042253 ,05-07-2020,19380,0,18756,0,24-09-2019,18756,0,0,0,0  ,18756,
3214003007/IF/IAY/2655595,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4251045 ,23-07-2020,19380,0,18582,0,24-09-2019,18582,0,0,0,0  ,18582,
3214003007/IF/IAY/2655594,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4320191 ,28-06-2020,19380,0,18366,0,24-09-2019,18366,0,0,0,0  ,18366,
3214003007/DP/22012034367062,10-08-2018,"Clean Environment at school Campus Schemes(Compost pit,sok pit,BFS,LD etc at Ladhurka BoysPry School ",10-08-2018,157680,42874,15120,12796.1,26-04-2017,15120,1080,0,11716.1,0  ,27916.1,
3214003007/IF/IAY/2655587,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4935514 ,05-07-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/DP/22012034367222,10-08-2018,"Clean Environment at school Campus Schemes(Compost pit,sok pit,BFS,LD etc at Purbya Ladhurka Pry.Sch ",10-08-2018,157680,42874,25920,2499,26-04-2017,25920,0,0,2499,0  ,28419,
3214003007/IF/22012034309950,21-09-2018,Const.of IAY house of Ganesh Banerjee ,21-09-2018,16720,528,15630,0,27-11-2015,15630,0,0,0,0  ,15630,
3214003007/IF/IAY/2655567,28-06-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4319863 ,28-06-2020,19380,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/IAY/2655599,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5232069 ,05-07-2020,19380,0,18509,0,24-09-2019,18509,0,0,0,0  ,18509,
